"","TFTx","BPP.CNP","CRISP","CTL","GF","KSPI","LAAO","ePLA2","vPLA2","SVMP","SVSP","species"
"1",4.71189827480557,0.836613352522712,1.84431055072072,1.32036137902492,-3.18873833821244,-1.80244397709255,-2.2172889907421,-2.7187347089667,-0.279527834811766,3.7131598212853,-2.21960952853366,"Boiga_irregularis"
"2",1.76705089421985,-2.36890654430507,1.62890055573903,-0.97378912970535,-2.36008349082524,-1.95461838271708,-2.77469638045635,1.97064984946109,-0.836935224526016,4.25517815870789,1.64724969440723,"Dispholidus_typus"
"3",-1.8408000554182,2.81438403545904,3.63291015784927,2.63913079423705,-3.60438864767956,-2.06394360673241,-1.90852659524433,-2.83486766297199,0.0292345606859996,5.04771415285105,-1.91084713303589,"Hypsiglena_torquata"
"4",6.47349310034417,-0.200571192653585,-5.20444556469973,0.0938718018483105,-3.0615046256956,-2.8906998584973,-0.606361028804868,5.16666291057853,1.33140012712547,-0.493164102948976,-0.608681566596429,"Opheodrys_aestivus"
"5",3.14216967965749,-0.99263160071376,3.93062704002176,-0.698188606211865,-3.85356503375577,-3.68276026655748,-1.39842143686504,5.69939699102512,0.53933971906529,-1.28522451100915,-1.4007419746566,"Pantherophis_guttatus"
"6",0.680869132857766,-1.87303038841719,-1.01558015656596,3.16577578264577,-3.12579335691255,3.87499678803677,0.925991590890751,-3.63111390187979,-0.767011678221794,3.18594145224036,-1.42104526467413,"Phalotris_mertensi"
"7",-2.46576724134032,3.7522042334508,2.98494908073713,2.40100119214218,-4.53025746566153,-4.35945269846324,-2.0751138687708,-3.00145493649846,-0.137352712840469,4.6020498659168,2.8291945513279,"Philodryas_olfersii"
"8",-0.219790179432446,-0.998155755140512,2.03150161917405,3.07604668657188,-3.85908918818253,-3.68828442098423,-1.4039455912918,-2.33028665901945,0.533815564638538,5.82521513460356,1.03297278906292,"Thamnodynastes_strigatus"
"9",-1.84369363004432,2.86291464969703,-6.05112479336966,3.14840614076899,-3.90818385436553,-3.73737908716724,-1.4530402574748,-2.37938132520246,5.00593692356525,4.8958882739993,3.45965695959347,"Agkistrodon_piscivorus"
"10",-1.2791667942399,2.4344052724644,0.592635382661687,1.2057398555481,-0.87370168613174,-4.96804624835384,0.768526049125351,-4.04057136867566,0.470033060569355,3.6642597501629,2.02588672686935,"Atropoides_picadoi"
"11",-0.199970620376965,2.49127246240886,0.493176560182981,0.4614278618684,-0.0821875847205815,-4.58199725505085,0.553801181999415,-4.37045574700681,0.428638039045409,3.13446354512551,1.67183155652463,"Bothriechis_lateralis"
"12",0.459840967531245,1.90675995046757,0.459840967531245,-2.43053079036492,0.768142327185762,-2.94135641413091,0.342057931874862,-4.61067361568548,1.39811060612418,2.4484760612529,2.19933200821354,"Bothriechis_schlegelii"
"13",-3.28099765418578,2.30230352081292,0.622661349705568,2.63756437024783,0.750494721215453,-5.1746831113087,0.421990654243417,-3.81668534934392,0.170676225962511,3.90323074357911,1.46344452907158,"Bothrops_alternatus"
"14",-0.264503970361049,2.66668978205537,-0.264503970361049,-0.0413604190468391,-5.27470090785339,-3.54791831636682,1.39372410624248,-3.74589837869031,2.8378380382512,3.68673974822038,2.55389428791003,"Bothrops_asper"
"15",-3.14712133269952,1.93420526390142,-0.719036700705791,1.542726397768,-0.0258895201458467,-5.04080678982243,0.310582716475366,-3.68280902785765,2.65513200856844,4.09477235039363,2.07824463412436,"Bothrops_atrox"
"16",-3.29835144970245,-0.0797912931882134,0.613355887371732,1.30650306793168,0.613355887371732,-5.19203690682536,0.613355887371732,-3.83403914486058,3.32140608847394,3.53112661945601,2.40511535659979,"Bothrops_colombiensis"
"17",-3.55028197503038,2.32392810619253,-0.0306167257322238,2.21716013076683,1.19315870588989,-5.44396743215329,0.81668113465498,-4.08596967018852,1.25031711972984,3.32975866140968,1.97983194446066,"Bothrops_insularis"
"18",-3.62847310319267,0.944291217717198,-1.41891849709328,2.11111175641184,0.562082971773301,-2.11206567765323,0.89608911589932,-4.16416079835081,0.778306080242936,3.27242938513586,2.75930754910952,"Bothrops_jararaca"
